repo_name,file_path,file_type
next.js,docs/app/api-reference/components/link,docs
next.js,errors/app-static-to-dynamic-error.mdx,code
next.js,errors/beta-middleware.mdx,code
next.js,errors/blocking-route.mdx,code
next.js,errors/cache-bypass-in-dev.mdx,code
next.js,errors/deleting-query-params-in-middlewares.mdx,code
next.js,errors/deleting-query-params-in-proxy.mdx,code
next.js,errors/edge-dynamic-code-evaluation.mdx,code
next.js,errors/empty-generate-static-params.mdx,code
next.js,errors/gssp-no-mutating-res.mdx,code
next.js,errors/invalid-next-config.mdx,code
next.js,errors/invalid-route-source.mdx,code
next.js,errors/middleware-dynamic-wasm-compilation.mdx,code
next.js,errors/middleware-new-signature.mdx,code
next.js,errors/middleware-parse-user-agent.mdx,code
next.js,errors/middleware-relative-urls.mdx,code
next.js,errors/middleware-request-page.mdx,code
next.js,errors/middleware-to-proxy.mdx,code
next.js,errors/middleware-user-agent.mdx,code
next.js,errors/missing-suspense-with-csr-bailout.mdx,code
next.js,errors/nested-middleware.mdx,code
next.js,errors/nested-proxy.mdx,code
next.js,errors/next-prerender-dynamic-metadata.mdx,code
next.js,errors/next-prerender-dynamic-viewport.mdx,code
next.js,errors/next-prerender-missing-suspense.mdx,code
next.js,errors/next-prerender-runtime-crypto.mdx,code
next.js,errors/next-prerender-runtime-current-time.mdx,code
next.js,errors/next-prerender-runtime-random.mdx,code
next.js,errors/next-response-next-in-app-route-handler.mdx,code
next.js,errors/no-server-import-in-page.mdx,code
next.js,errors/node-module-in-edge-runtime.mdx,code
next.js,errors/proxy-dynamic-wasm-compilation.mdx,code
next.js,errors/proxy-new-signature.mdx,code
next.js,errors/proxy-parse-user-agent.mdx,code
next.js,errors/proxy-relative-urls.mdx,code
next.js,errors/proxy-request-page.mdx,code
next.js,errors/proxy-user-agent.mdx,code
next.js,errors/returning-response-body-in-middleware.mdx,code
next.js,errors/sync-dynamic-apis.mdx,code
next.js,eslint.config.mjs,code
next.js,examples/basic-css/tsconfig.json,code
next.js,examples/hello-world/tsconfig.json,code
next.js,examples/with-supabase/README.md,docs
next.js,examples/with-supabase/app/auth/error/page.tsx,code
